category,product,mid_mean,avg_spread,avg_top_depth,avg_depth3,liquidity_score,trade_volume,trade_count,ret_vol,abs_ret_mean,ret_ac1,drift_mean_ticks,drift_abs_mean_ticks,drift_z_abs_mean,mean_reversion_ic_h20,mean_reversion_score,mean_reversion_positive_days,trend_ic_50_20,trend_score,trend_positive_days,jump_95,jump_99
galaxy_sounds,GALAXY_SOUNDS_BLACK_HOLES,11466.872083333334,14.512766666666666,36.5128,99.1352,2.526996083000764,1805,733,11.447457785158868,9.10966096609661,-0.01591560223516005,1151.8333333333333,1151.8333333333333,1.0101156159148907,-0.014173273199473048,0.030821045346200882,1,-0.0010479600613190708,1.032630595874058,2,22.666666666666668,29.666666666666668
galaxy_sounds,GALAXY_SOUNDS_DARK_MATTER,10226.661816666667,13.050833333333335,36.5128,99.1352,2.7981327607468596,1805,733,10.243923782258081,8.175117511751175,-0.011694757650590732,89.33333333333333,497.0,0.48535243807139744,0.01743295786040699,0.04743065192060969,2,0.013619574726851866,0.5264810926507298,2,20.0,26.5
galaxy_sounds,GALAXY_SOUNDS_PLANETARY_RINGS,10766.673183333332,13.690033333333332,36.5128,99.1352,2.6753610927310683,1805,733,10.861377227489655,8.657565756575657,-0.0041944241081590455,-120.0,1058.0,1.0009544882475376,0.0025940106607610807,0.0336084388920516,1,-0.008984223055742167,1.02345731162922,2,21.333333333333332,28.166666666666668
galaxy_sounds,GALAXY_SOUNDS_SOLAR_FLAMES,11092.5717,14.071533333333335,36.5128,99.1352,2.595110283284096,1805,733,11.093421228732632,8.855018835216855,-0.012191441606018918,277.3333333333333,739.6666666666666,0.6642781176589454,-0.003192761987729576,0.04299807714820189,1,-0.014722962652178892,0.6784251638452896,2,21.833333333333332,29.0
galaxy_sounds,GALAXY_SOUNDS_SOLAR_WINDS,10437.543966666666,13.301266666666669,36.5128,99.1352,2.747963971378183,1805,733,10.53346936420913,8.394456112277895,-0.007750922549863651,83.5,700.1666666666666,0.6675901109364165,-0.015240625370171916,0.010198216709018456,1,-0.013700500094888877,0.6675901109364165,0,20.833333333333332,27.333333333333332
microchips,MICROCHIP_CIRCLE,9214.885283333335,8.262166666666667,13.522233333333332,32.055733333333336,1.6391174123108392,1119,569,9.22782368866016,7.348968230156349,-0.005493931775072428,127.33333333333333,1108.3333333333333,1.1797627884187836,0.011679580221550842,0.017564099480683156,3,0.012892551323786592,1.19265533974257,3,18.166666666666668,24.0
microchips,MICROCHIP_OVAL,8179.598716666667,7.449766666666666,15.544066666666666,32.055733333333336,2.209208328614207,1119,569,12.285350933937655,9.753158649198253,-0.007749525225159125,-1488.5,1488.5,1.3168647368821687,0.012698346956792875,0.020799825034758666,2,-0.0020048938599127202,1.330033909038143,1,24.333333333333332,32.17000000000007
microchips,MICROCHIP_RECTANGLE,8732.43935,7.885766666666666,14.444266666666666,32.055733333333336,1.8472572456027798,1119,569,13.100535075898714,10.420358702536921,-0.0027082484244108623,-403.5,1031.1666666666667,0.8069557641415402,0.03559744529353731,0.038305693717948175,3,-0.03842551968757676,0.8069557641415402,0,25.666666666666668,33.83666666666674
microchips,MICROCHIP_SQUARE,13594.748300000001,11.7188,11.914766666666665,32.055733333333336,1.0303202338955695,1119,569,20.54119895387046,16.30826415974931,-0.023758630289450116,1205.3333333333333,2724.0,1.3389711374328934,0.00562006242278808,0.03785899141726489,2,0.004062098741328771,1.3479907153516135,1,40.333333333333336,53.5
microchips,MICROCHIP_TRIANGLE,9686.391083333334,8.635433333333333,12.8759,32.055733333333336,1.5091019322249053,1119,569,14.458638143993554,11.497816448311497,-0.0077535533302453994,-693.3333333333334,1162.6666666666667,0.806538696012541,-0.005114554957136944,0.0309880876589243,2,0.0246781105950942,0.8427973192947871,1,28.333333333333332,37.17000000000007
oxygen_shakes,OXYGEN_SHAKE_CHOCOLATE,9556.879133333334,12.185466666666665,36.5128,99.1352,3.0010540879553464,1805,733,10.811015592316565,7.692135880254692,-0.07979589993588461,240.66666666666666,686.0,0.5874193914919085,0.045291228009273654,0.12508712794515828,3,-0.01699111295599114,0.596929948710443,1,19.5,27.666666666666668
oxygen_shakes,OXYGEN_SHAKE_EVENING_BREATH,9271.894999999999,11.860466666666667,36.5128,99.1352,3.0787045425133375,1805,733,10.934506664639143,7.361369470280361,-0.1149896997245841,-193.33333333333334,860.0,0.7570240678169967,0.034367562434994926,0.15839709179885075,2,-0.027099035222730456,0.764451657513702,1,20.0,27.666666666666668
oxygen_shakes,OXYGEN_SHAKE_GARLIC,11925.639766666667,15.0546,36.5128,99.1352,2.433971370457838,1805,733,11.991996164456774,9.553121978864553,-0.0032996328945685285,1299.3333333333333,1299.3333333333333,1.0841680309760748,0.009077334376515268,0.02228551688437468,2,0.003217961390826409,1.098605204053569,2,23.5,30.670000000000073
oxygen_shakes,OXYGEN_SHAKE_MINT,9838.394083333333,12.593566666666668,36.5128,99.1352,2.9028233474469496,1805,733,9.878140692097357,7.9002733606694,-0.003100775608437139,52.166666666666664,312.5,0.31722427358929833,-0.017032309977375534,0.02620364767120215,1,0.030363027757942057,0.34758730134724036,3,19.166666666666668,25.0
oxygen_shakes,OXYGEN_SHAKE_MORNING_BREATH,10000.453350000002,12.7829,36.5128,99.1352,2.8612046746390543,1805,733,10.08970103679612,8.035636897023036,-0.005747965414449226,-149.66666666666666,828.3333333333334,0.8052330962121372,0.028940134312566066,0.03965962386306026,2,-0.02166285145938081,0.8078250296765802,1,20.0,26.0
panels,PANEL_1X2,8922.729016666666,11.509766666666666,36.5128,99.1352,3.1797768425853943,1805,733,9.041581262175145,7.207220722072208,-0.002829922028299955,-99.0,946.6666666666666,1.027149955789714,0.011845937963063888,0.021644376782815968,2,-0.011868300761237743,1.0437849841601117,1,17.666666666666668,23.5
panels,PANEL_1X4,9397.580616666666,8.376633333333332,24.3759,59.09326666666667,2.9355749914137816,1805,733,9.457152528648544,7.515368203487015,-0.0023432745496944694,-269.8333333333333,1311.5,1.3597350138908206,-0.06762221713764767,0.0051404174018633035,0,0.05424096122374462,1.413975975114565,3,18.666666666666668,24.5
panels,PANEL_2X2,9576.598433333334,8.515466666666667,23.663433333333334,59.09326666666667,2.800399378618614,1805,733,9.580099162330837,7.646798013134647,-0.010271726327689175,-192.0,397.0,0.4044009705844888,0.018873340745969438,0.029745516133308777,3,-0.014771416950024275,0.41311717247468244,2,18.5,24.503333333333405
panels,PANEL_2X4,11265.372983333335,9.8405,21.736333333333334,59.09326666666667,2.2119347534123737,1805,733,11.275923706999228,9.012517918458512,-0.0011703018443315328,790.1666666666666,790.1666666666666,0.6996404948073391,-0.01582189983815605,0.01669547022945433,2,0.013844209809665962,0.7281783298260286,2,22.166666666666668,29.0
panels,PANEL_4X4,9878.719266666667,8.750466666666666,22.642066666666665,59.09326666666667,2.5900415464078246,1805,733,9.954581190385454,7.93919391939194,-0.00607542746197464,-291.6666666666667,674.0,0.6760313588162553,0.006967069630674418,0.019619836856283077,2,0.009375327990723395,0.6982990284852706,2,19.666666666666668,25.333333333333332
pebbles,PEBBLES_L,10174.110583333333,13.0205,24.813633333333332,75.2192,1.9067228712305158,2283,644,15.024691511442748,11.99189918991899,0.00686880251715349,-297.0,962.0,0.6416217975855616,0.011636240442234507,0.028607521023567437,1,-0.02016747853742523,0.659233186835347,2,29.333333333333332,38.67000000000007
pebbles,PEBBLES_M,10263.243183333334,13.1209,24.813633333333332,75.2192,1.8944559420633296,2283,644,15.132741320341973,12.083758375837583,-0.004845104338977071,229.83333333333334,1129.5,0.7471057477138823,0.04492105718470498,0.050844094570283625,2,-0.02745047375876165,0.7471057477138823,0,29.683333333333394,38.67333333333348
pebbles,PEBBLES_S,8932.356733333332,11.551533333333333,24.813633333333332,75.2192,2.1602079996798866,2283,644,15.019624915530642,11.987632096542988,0.007777596157675382,-651.3333333333334,651.3333333333334,0.435354488693586,0.0011192225429916731,0.033660038081665324,1,0.008288580188209754,0.46755303583026814,2,29.350000000000062,38.50666666666681
pebbles,PEBBLES_XL,13225.589316666666,16.630766666666666,24.813633333333332,75.2192,1.5049772972402418,2283,644,30.312633418002587,24.1955528886222,0.007604101273020526,2045.3333333333333,3080.3333333333335,1.0162583344815386,0.0852444559404039,0.0852444559404039,3,-0.04849073377533683,1.0164078152587457,1,59.35000000000006,78.17000000000007
pebbles,PEBBLES_XS,7404.639766666666,9.744866666666667,26.795333333333332,75.2192,2.8459884197630174,2283,644,15.051810505222273,12.031586491982532,-0.015700136934744594,-1326.1666666666667,1326.1666666666667,0.8791508517081482,0.04126836549708255,0.05696850243182714,3,-0.024918003368514716,0.8828545459839244,1,29.333333333333332,38.666666666666664
robotics,ROBOT_DISHES,10018.3149,7.350266666666667,15.233766666666666,32.1006,2.089560575970474,1805,733,15.712819031146106,8.06068940227356,-0.098484145685054,405.5,458.1666666666667,0.23071458140760906,0.020273374614075867,0.12684835999229926,1,-0.04591600326634595,0.2333898848083844,1,46.166666666666664,50.17000000000007
robotics,ROBOT_IRONING,8701.570266666668,6.392933333333333,16.702933333333334,32.1006,2.5879733105393403,1805,733,10.33091818866703,6.962496249624962,-0.11756689976982415,-720.0,940.0,0.9349653904284971,0.007988625555736909,0.1325225523466787,2,-0.030315576232277038,0.9349653904284971,0,20.0,23.833333333333332
robotics,ROBOT_LAUNDRY,9822.761700000001,7.165066666666667,16.095133333333333,32.1006,2.258320852943577,1805,733,9.80546934006678,7.842634263426343,0.006112365648152182,-239.5,407.5,0.41088165384334063,0.05032955636719875,0.0617738964890133,2,-0.02947023206322999,0.42046338821607576,1,19.0,25.0
robotics,ROBOT_MOPPING,11100.213233333334,7.970666666666666,14.129333333333333,32.1006,1.7790882330739992,1805,733,11.134119795523654,8.867570090342367,-0.01166531041579069,530.1666666666666,1038.1666666666667,0.9275061931784156,0.01192568572688404,0.025367800401186007,2,-0.009356439937844714,0.9414688074253973,1,21.666666666666668,29.0
robotics,ROBOT_VACUUMING,9166.775783333333,6.7533,17.145466666666668,32.1006,2.5478833634897327,1805,733,9.223777336222447,7.343584358435844,-0.00799989599437498,-570.5,613.1666666666666,0.6675574791432477,0.011220208867384092,0.02950973041419559,2,-0.003077121001519259,0.6753290602399691,2,18.0,24.0
sleep_pods,SLEEP_POD_COTTON,11527.613966666666,10.050199999999998,21.739366666666665,59.09326666666667,2.1698996772440093,1805,733,11.649722872109331,9.286945361202788,-0.002931010165942098,471.5,994.1666666666666,0.8654354589584038,-0.023977348123446523,0.008095444076537126,1,0.02261317190706144,0.8997576619309515,1,22.833333333333332,30.166666666666668
sleep_pods,SLEEP_POD_LAMB_WOOL,10701.441716666666,9.4001,21.745500000000003,59.09326666666667,2.3137357149473115,1805,733,10.71041776681546,8.51045104510451,0.003370467753843018,272.0,272.0,0.2566514812040699,-0.019179763765033508,0.019390669325269155,2,0.04411167495350957,0.3063637573381505,2,21.0,27.503333333333405
sleep_pods,SLEEP_POD_NYLON,9636.472566666665,8.564666666666668,23.365433333333332,59.09326666666667,2.7361304634755634,1805,733,9.613675016914529,7.642730939760643,0.000795428464432033,242.0,990.6666666666666,1.0293617219265414,0.01147488524597679,0.022791188232905338,1,-0.009359928089429917,1.0447458312834905,1,18.833333333333332,24.83666666666674
sleep_pods,SLEEP_POD_POLYESTER,11840.56095,10.295700000000002,21.752133333333333,59.09326666666667,2.1222729977297465,1805,733,11.862788974716167,9.46914691469147,-0.0013177896691019524,655.6666666666666,1267.0,1.0940937384455625,0.025811433521998273,0.036210458181545745,2,-0.02058164632326027,1.097480452709169,1,23.166666666666668,30.166666666666668
sleep_pods,SLEEP_POD_SUEDE,11397.420433333333,9.949466666666666,21.8194,59.09326666666667,2.2029915869274195,1805,733,11.39511504101919,9.084475114178085,-0.005789569771403057,603.0,828.3333333333334,0.743314274371107,0.024353401949232443,0.031024726713152134,2,-0.015505795745017537,0.7477463860286334,1,22.166666666666668,29.5
snackpacks,SNACKPACK_CHOCOLATE,9843.37165,16.471166666666665,58.9913,159.9818,3.582004794734822,1805,733,6.575484284353475,5.235023502350235,-0.03100179188079828,-113.66666666666667,113.66666666666667,0.17308806084667264,-0.002121508766036763,0.044596687501931416,1,0.014643672290021384,0.18937425311087486,2,13.0,17.166666666666668
snackpacks,SNACKPACK_PISTACHIO,9495.843916666667,15.925633333333332,58.9913,159.9818,3.704708385368578,1805,733,5.237370434940469,4.175834250091675,-0.025060536790778142,-298.1666666666667,298.1666666666667,0.5678166341329494,0.041559594692841144,0.08022303035772642,2,-0.046274531581420926,0.5743473051883997,1,10.166666666666666,13.5
snackpacks,SNACKPACK_RASPBERRY,10077.812066666667,16.842466666666667,58.9913,159.9818,3.5025609183095647,1805,733,8.091587880968365,6.456962362902956,-0.016942349968384684,103.16666666666667,176.5,0.2181721504795158,0.03801311734686309,0.06417513923214045,2,-0.0349822096445006,0.2181721504795158,0,16.0,20.833333333333332
snackpacks,SNACKPACK_STRAWBERRY,10706.6085,17.826466666666665,58.9913,159.9818,3.311748083736991,1805,733,8.13280743826411,6.4865819915324865,-0.014157423644748734,297.0,297.0,0.3644781711321752,0.031514956792912406,0.0563135800312346,2,-0.037634690772301575,0.3644781711321752,0,16.0,20.833333333333332
snackpacks,SNACKPACK_VANILLA,10097.302466666666,16.868666666666666,58.9913,159.9818,3.497253202016237,1805,733,6.512891231666226,5.186351968530186,-0.02689316217381411,109.33333333333333,128.0,0.19675722368343726,-0.007527216474145269,0.039176110157122836,1,0.016799749575731212,0.21355697325916845,3,13.0,16.83666666666674
translators,TRANSLATOR_ASTRO_BLACK,9385.219166666668,8.3664,24.097633333333334,59.09326666666667,2.8906654263872404,1805,733,9.438450893883997,7.51985198519852,-0.006662413008285205,-352.6666666666667,456.0,0.4969651304004272,0.02275970112128251,0.03424987710797436,2,-0.02912884214793705,0.4969651304004272,0,18.516666666666726,24.333333333333332
translators,TRANSLATOR_ECLIPSE_CHARCOAL,9813.741883333334,8.700433333333335,22.6464,59.09326666666667,2.603901930814194,1805,733,9.855714762831575,7.835566890022335,-0.007577374846777491,-88.16666666666667,333.1666666666667,0.3354289478420933,0.01594686791132788,0.03019570498019378,2,-0.023446426504408924,0.3354289478420933,0,19.333333333333332,25.666666666666668
translators,TRANSLATOR_GRAPHITE_MIST,10084.639683333333,8.9121,22.20266666666667,59.09326666666667,2.493750022188968,1805,733,10.123448387388086,8.07817448411508,-0.00326875113595344,-70.0,1212.0,1.1942769797644874,0.03842898384783847,0.045002051769896904,3,-0.023078807132410072,1.195182807765106,1,20.0,25.666666666666668
translators,TRANSLATOR_SPACE_GRAY,9431.901883333334,8.402166666666666,23.884966666666667,59.09326666666667,2.850020383473091,1805,733,9.4187541851178,7.517951795179518,0.007723823607995191,-519.6666666666666,944.6666666666666,1.0215593207577063,0.019215324622320357,0.03567602130456466,2,0.005765833026140613,1.0398195072876906,2,18.666666666666668,24.166666666666668
translators,TRANSLATOR_VOID_BLUE,10858.579333333333,9.524666666666667,21.824166666666667,59.09326666666667,2.2954029279573547,1805,733,10.822758555441858,8.629579624629129,-0.009109516816655288,509.1666666666667,792.8333333333334,0.7415007715266455,0.039765252610425864,0.048874769427081154,3,-0.0467410541836401,0.7415007715266455,0,21.333333333333332,27.833333333333332
uv_visors,UV_VISOR_AMBER,7911.696250000001,10.320500000000001,36.5396,99.1352,3.5819759133495666,1805,733,7.954869516446952,6.347184718471848,-0.003816323237522913,-954.5,954.5,1.1469222591085082,-0.004412718925465182,0.019128804601488133,2,0.03269627048976439,1.1796185295982726,3,15.666666666666666,20.333333333333332
uv_visors,UV_VISOR_MAGENTA,11111.7929,14.0916,36.5128,99.1352,2.5959608384145336,1805,733,11.191435795448875,8.907440744074407,-0.0034184848460801207,501.5,534.1666666666666,0.49965643026997325,0.051349716647699294,0.058535114752877974,2,-0.03653606221607491,0.5089126948603759,1,22.0,29.0
uv_visors,UV_VISOR_ORANGE,10426.506216666667,13.2841,36.5128,99.1352,2.752082030358301,1805,733,10.454437717846082,8.331983198319833,0.001493088136749006,-226.5,405.5,0.37996773310229376,0.014586810999190923,0.020655315882056692,2,-0.020871389955325812,0.37996773310229376,0,20.666666666666668,26.833333333333332
uv_visors,UV_VISOR_RED,11063.293583333332,14.039433333333333,36.5128,99.1352,2.605666881517943,1805,733,11.016838484633459,8.8011467813448,-0.003865702959761236,574.0,574.0,0.515528648570249,-0.031098433742204484,0.008806247749772476,1,0.019839259146162604,0.5370556525625011,2,21.5,28.0
uv_visors,UV_VISOR_YELLOW,10957.460749999998,13.909966666666667,36.5128,99.1352,2.626721935807603,1805,733,10.998564678456447,8.765176517651765,0.003194570762726266,16.0,1339.6666666666667,1.2386723210501842,0.03481482148346683,0.04307806326896224,2,-0.05449091774311695,1.2386723210501842,0,21.350000000000062,28.333333333333332
