timestamp,cash,realized_pnl,unrealized_pnl,total_pnl,own_trade_count,positions
0,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
100,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
200,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
300,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
400,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
500,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
600,-20056.00,0.00,-18.00,-18.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
700,-20056.00,0.00,-28.00,-28.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
800,-20056.00,0.00,-30.00,-30.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
900,-5056.00,-42.00,-7.50,-49.50,1,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
1000,-5056.00,-42.00,-7.00,-49.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
1100,-20095.00,-42.00,-13.00,-55.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
1200,-20095.00,-42.00,-25.00,-67.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
1300,-20095.00,-42.00,-23.00,-65.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
1400,-5095.00,-81.75,-6.25,-88.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
1500,-25151.00,-81.75,-14.25,-96.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
1600,-25151.00,-81.75,-31.75,-113.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
1700,-10151.00,-123.30,-13.70,-137.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
1800,-10151.00,-123.30,-14.70,-138.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
1900,4849.00,-151.00,-6.50,-157.50,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
2000,4849.00,-151.00,-6.00,-157.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
2100,4849.00,-151.00,-5.50,-156.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
2200,24837.00,-151.00,-32.00,-183.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
2300,24837.00,-151.00,-29.50,-180.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
2400,24837.00,-151.00,-27.00,-178.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
2500,39825.00,-151.00,-44.00,-195.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -8}"
2600,39825.00,-151.00,-44.00,-195.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -8}"
2700,39825.00,-151.00,-52.00,-203.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -8}"
2800,39825.00,-151.00,-56.00,-207.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -8}"
2900,24792.00,-193.00,-35.00,-228.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3000,24792.00,-193.00,-30.00,-223.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3100,24792.00,-193.00,-30.00,-223.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3200,24792.00,-193.00,-27.50,-220.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3300,24792.00,-193.00,-30.00,-223.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3400,24792.00,-193.00,-27.50,-220.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3500,24792.00,-193.00,-22.50,-215.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3600,24792.00,-193.00,-22.50,-215.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3700,24792.00,-193.00,-22.50,-215.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3800,24792.00,-193.00,-20.00,-213.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
3900,24792.00,-193.00,-25.00,-218.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
4000,24792.00,-193.00,-27.50,-220.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
4100,24792.00,-193.00,-27.50,-220.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
4200,9765.00,-229.00,-11.00,-240.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -2}"
4300,29745.00,-229.00,-17.00,-246.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -6}"
4400,29745.00,-229.00,-35.00,-264.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -6}"
4500,14718.00,-269.00,-19.00,-288.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -3}"
4600,14718.00,-269.00,-19.00,-288.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -3}"
4700,14718.00,-269.00,-19.00,-288.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -3}"
4800,14718.00,-269.00,-19.00,-288.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -3}"
4900,14718.00,-269.00,-19.00,-288.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -3}"
5000,-309.00,-309.00,0.00,-309.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5100,-309.00,-309.00,0.00,-309.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5200,-309.00,-309.00,0.00,-309.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5300,-309.00,-309.00,0.00,-309.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5400,-309.00,-309.00,0.00,-309.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5500,-309.00,-309.00,0.00,-309.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5600,-309.00,-309.00,0.00,-309.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
5700,-20345.00,-309.00,-12.00,-321.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
5800,-5360.00,-351.00,-7.50,-358.50,1,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
5900,-5360.00,-351.00,-7.50,-358.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6000,-5360.00,-351.00,-7.00,-358.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6100,-5360.00,-351.00,-7.00,-358.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6200,-5360.00,-351.00,-6.50,-357.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6300,-5360.00,-351.00,-7.00,-358.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6400,-5360.00,-351.00,-7.00,-358.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6500,-5360.00,-351.00,-7.00,-358.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6600,-5360.00,-351.00,-6.50,-357.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6700,-5360.00,-351.00,-6.50,-357.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6800,-5360.00,-351.00,-5.50,-356.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
6900,-5360.00,-351.00,-6.00,-357.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7000,-5360.00,-351.00,-5.50,-356.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7100,-5360.00,-351.00,-4.50,-355.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7200,-5360.00,-351.00,-5.00,-356.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7300,-5360.00,-351.00,-5.00,-356.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7400,-5360.00,-351.00,-5.00,-356.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7500,-5360.00,-351.00,-4.50,-355.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
7600,-20396.00,-351.00,-25.00,-376.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
