timestamp,symbol,price,quantity,buyer,seller
300,TOMATOES,5008,3,SUBMISSION,
700,TOMATOES,4993,3,,SUBMISSION
1900,TOMATOES,4992,3,,SUBMISSION
2500,TOMATOES,4990,3,,SUBMISSION
3300,TOMATOES,4988,5,,SUBMISSION
3500,TOMATOES,5001,3,SUBMISSION,
3700,TOMATOES,5002,3,SUBMISSION,
4000,TOMATOES,5002,3,SUBMISSION,
5600,TOMATOES,5002,5,SUBMISSION,
6000,TOMATOES,4988,3,,SUBMISSION
6800,TOMATOES,4987,6,,SUBMISSION
7100,TOMATOES,5000,3,SUBMISSION,
7700,TOMATOES,5001,3,SUBMISSION,
8200,TOMATOES,5001,4,SUBMISSION,
8300,TOMATOES,4987,3,,SUBMISSION
9000,TOMATOES,4987,3,,SUBMISSION
9300,TOMATOES,5001,4,SUBMISSION,
9500,TOMATOES,4986,3,,SUBMISSION
10100,TOMATOES,5001,3,SUBMISSION,
10400,TOMATOES,4986,3,,SUBMISSION
10800,TOMATOES,4985,3,,SUBMISSION
11900,TOMATOES,4999,3,SUBMISSION,
12400,TOMATOES,5000,3,SUBMISSION,
13500,TOMATOES,4985,3,,SUBMISSION
14300,TOMATOES,4983,3,,SUBMISSION
14600,TOMATOES,4997,3,SUBMISSION,
16200,TOMATOES,4999,4,SUBMISSION,
16400,TOMATOES,4985,5,,SUBMISSION
16600,TOMATOES,5000,3,SUBMISSION,
17500,TOMATOES,5001,3,SUBMISSION,
17800,TOMATOES,4986,3,,SUBMISSION
18700,TOMATOES,5001,4,SUBMISSION,
19200,TOMATOES,4987,3,,SUBMISSION
19500,TOMATOES,4986,3,,SUBMISSION
20400,TOMATOES,5002,3,SUBMISSION,
21100,TOMATOES,4987,3,,SUBMISSION
22400,TOMATOES,4988,4,,SUBMISSION
22600,TOMATOES,5000,4,SUBMISSION,
22900,TOMATOES,5002,3,SUBMISSION,
23300,TOMATOES,5002,3,SUBMISSION,
23800,TOMATOES,4988,3,,SUBMISSION
24200,TOMATOES,4987,3,,SUBMISSION
25800,TOMATOES,5003,5,SUBMISSION,
26800,TOMATOES,4989,7,,SUBMISSION
27700,TOMATOES,5002,4,SUBMISSION,
28000,TOMATOES,4987,3,,SUBMISSION
28100,TOMATOES,4987,4,,SUBMISSION
28300,TOMATOES,5002,5,SUBMISSION,
28700,TOMATOES,5002,5,SUBMISSION,
30500,TOMATOES,4990,5,,SUBMISSION
30500,TOMATOES,4990,1,,SUBMISSION
30700,TOMATOES,5005,4,SUBMISSION,
30900,TOMATOES,4992,4,,SUBMISSION
31000,TOMATOES,5005,3,SUBMISSION,
32800,TOMATOES,4990,5,,SUBMISSION
33000,TOMATOES,5005,3,SUBMISSION,
33600,TOMATOES,5005,3,SUBMISSION,
35500,TOMATOES,4992,5,,SUBMISSION
35700,TOMATOES,5006,3,SUBMISSION,
38800,TOMATOES,5005,3,SUBMISSION,
38900,TOMATOES,4990,3,,SUBMISSION
39200,TOMATOES,4989,4,,SUBMISSION
41200,TOMATOES,5001,3,SUBMISSION,
41500,TOMATOES,4988,3,,SUBMISSION
41700,TOMATOES,5002,3,SUBMISSION,
41800,TOMATOES,5004,3,SUBMISSION,
42200,TOMATOES,5005,4,SUBMISSION,
42800,TOMATOES,4990,3,,SUBMISSION
46200,TOMATOES,5008,3,SUBMISSION,
46400,TOMATOES,4994,3,,SUBMISSION
46800,TOMATOES,4995,4,,SUBMISSION
47100,TOMATOES,5009,3,SUBMISSION,
47200,TOMATOES,5010,4,SUBMISSION,
48000,TOMATOES,4997,3,,SUBMISSION
48400,TOMATOES,4996,3,,SUBMISSION
50100,TOMATOES,5011,3,SUBMISSION,
51900,TOMATOES,4997,3,,SUBMISSION
52600,TOMATOES,4996,3,,SUBMISSION
53800,TOMATOES,4994,5,,SUBMISSION
54300,TOMATOES,5007,3,SUBMISSION,
55300,TOMATOES,5007,3,SUBMISSION,
56200,TOMATOES,5008,3,SUBMISSION,
57200,TOMATOES,5010,3,SUBMISSION,
57600,TOMATOES,4994,3,,SUBMISSION
58700,TOMATOES,5010,3,SUBMISSION,
59800,TOMATOES,4998,4,,SUBMISSION
60000,TOMATOES,5011,3,SUBMISSION,
60800,TOMATOES,4997,3,,SUBMISSION
61200,TOMATOES,5012,3,SUBMISSION,
63000,TOMATOES,5000,4,,SUBMISSION
63200,TOMATOES,5014,4,SUBMISSION,
63800,TOMATOES,5016,3,SUBMISSION,
66600,TOMATOES,5006,3,,SUBMISSION
66900,TOMATOES,5006,4,,SUBMISSION
67100,TOMATOES,5020,3,SUBMISSION,
68900,TOMATOES,5005,3,,SUBMISSION
70000,TOMATOES,5020,4,SUBMISSION,
71500,TOMATOES,5008,4,,SUBMISSION
72500,TOMATOES,5022,3,SUBMISSION,
74700,TOMATOES,5008,3,,SUBMISSION
75100,TOMATOES,5006,3,,SUBMISSION
76000,TOMATOES,5021,3,SUBMISSION,
77300,TOMATOES,5022,3,SUBMISSION,
77600,TOMATOES,5023,5,SUBMISSION,
78000,TOMATOES,5009,3,,SUBMISSION
78300,TOMATOES,5008,3,,SUBMISSION
79800,TOMATOES,5007,3,,SUBMISSION
80300,TOMATOES,5022,3,SUBMISSION,
80400,TOMATOES,5008,3,,SUBMISSION
80800,TOMATOES,5022,3,SUBMISSION,
82100,TOMATOES,5024,4,SUBMISSION,
82300,TOMATOES,5010,3,,SUBMISSION
83100,TOMATOES,5026,3,SUBMISSION,
83800,TOMATOES,5028,3,SUBMISSION,
84300,TOMATOES,5014,3,,SUBMISSION
85700,TOMATOES,5015,3,,SUBMISSION
87100,TOMATOES,5014,3,,SUBMISSION
88700,TOMATOES,5012,3,,SUBMISSION
88800,TOMATOES,5012,4,,SUBMISSION
88900,TOMATOES,5027,3,SUBMISSION,
89400,TOMATOES,5027,4,SUBMISSION,
91700,TOMATOES,5012,5,,SUBMISSION
91800,TOMATOES,5026,3,SUBMISSION,
92100,TOMATOES,5027,3,SUBMISSION,
93000,TOMATOES,5011,3,,SUBMISSION
93100,TOMATOES,5024,3,SUBMISSION,
93300,TOMATOES,5010,3,,SUBMISSION
93800,TOMATOES,5008,4,,SUBMISSION
94800,TOMATOES,5022,3,SUBMISSION,
95500,TOMATOES,5023,3,SUBMISSION,
95600,TOMATOES,5023,4,SUBMISSION,
96000,TOMATOES,5008,3,,SUBMISSION
97000,TOMATOES,5024,3,SUBMISSION,
97100,TOMATOES,5024,3,SUBMISSION,
97400,TOMATOES,5010,3,,SUBMISSION
98200,TOMATOES,5009,3,,SUBMISSION
98900,TOMATOES,5024,3,SUBMISSION,
99300,TOMATOES,5010,4,,SUBMISSION
100100,TOMATOES,5026,4,SUBMISSION,
100400,TOMATOES,5027,3,SUBMISSION,
100700,TOMATOES,5011,4,,SUBMISSION
102400,TOMATOES,5012,4,,SUBMISSION
102900,TOMATOES,5026,3,SUBMISSION,
103200,TOMATOES,5013,3,,SUBMISSION
103300,TOMATOES,5027,3,SUBMISSION,
103500,TOMATOES,5028,3,SUBMISSION,
104000,TOMATOES,5013,3,,SUBMISSION
104500,TOMATOES,5011,3,,SUBMISSION
105800,TOMATOES,5011,3,,SUBMISSION
106100,TOMATOES,5024,3,SUBMISSION,
107700,TOMATOES,5025,3,SUBMISSION,
108900,TOMATOES,5027,3,SUBMISSION,
109400,TOMATOES,5012,3,,SUBMISSION
110300,TOMATOES,5011,3,,SUBMISSION
111200,TOMATOES,5011,3,,SUBMISSION
111700,TOMATOES,5024,3,SUBMISSION,
112000,TOMATOES,5024,3,SUBMISSION,
112800,TOMATOES,5025,3,SUBMISSION,
115200,TOMATOES,5013,4,,SUBMISSION
115500,TOMATOES,5011,3,,SUBMISSION
116600,TOMATOES,5010,4,,SUBMISSION
117200,TOMATOES,5024,3,SUBMISSION,
117500,TOMATOES,5025,4,SUBMISSION,
118200,TOMATOES,5025,3,SUBMISSION,
118900,TOMATOES,5010,3,,SUBMISSION
119000,TOMATOES,5011,4,,SUBMISSION
119400,TOMATOES,5024,3,SUBMISSION,
