day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,best_bid,best_ask,bid_ask_spread,timestamp_norm,day_fraction,bid_volume_top_1,ask_volume_top_1,total_volume_top_1,bid_volume_top_2,ask_volume_top_2,total_volume_top_2,bid_volume_top_3,ask_volume_top_3,total_volume_top_3,bid_volume_total,ask_volume_total,order_book_imbalance,depth_weighted_imbalance,weighted_bid_price,weighted_ask_price,microprice,microprice_edge,microprice_edge_spread,depth_mid,depth_mid_edge,bid_pressure,ask_pressure,price_pressure,book_slope,log_mid_price,log_return,rolling_mean_5,rolling_volatility_5,rolling_mean_10,rolling_volatility_10,rolling_mean_20,rolling_volatility_20,momentum_1,log_momentum_1,momentum_5,log_momentum_5,momentum_10,log_momentum_10,strike,is_voucher,is_underlying,is_hydrogel,underlying_mid_price,underlying_realized_volatility_20,time_to_expiry_days,time_to_expiry_years,moneyness,intrinsic_value,distance_from_intrinsic_value,implied_volatility_proxy,voucher_delta_proxy,trade_count,trade_quantity,trade_notional,avg_trade_price,aggressive_buy_quantity,aggressive_sell_quantity,informed_flow,aggressive_profile_flow,active_trader_pairs,trade_imbalance,informed_trader_indicator,rolling_trade_count_20,rolling_trade_quantity_20,rolling_trade_imbalance_20,rolling_informed_flow_20,trader_mark_14_net_position,trader_mark_14_rolling_activity,trader_mark_14_buy_sell_imbalance,trader_mark_01_net_position,trader_mark_01_rolling_activity,trader_mark_01_buy_sell_imbalance,trader_mark_55_net_position,trader_mark_55_rolling_activity,trader_mark_55_buy_sell_imbalance,trader_mark_38_net_position,trader_mark_38_rolling_activity,trader_mark_38_buy_sell_imbalance,trader_mark_22_net_position,trader_mark_22_rolling_activity,trader_mark_22_buy_sell_imbalance,trader_mark_67_net_position,trader_mark_67_rolling_activity,trader_mark_67_buy_sell_imbalance,trader_mark_49_net_position,trader_mark_49_rolling_activity,trader_mark_49_buy_sell_imbalance,target_price_change_h1,target_price_change_h2,target_price_change_h3,target_price_change_h4,target_price_change_h5,target_voucher_fair_price,forward_log_return_1,target_future_realized_volatility,predicted_price_change_1,predicted_price_change_2,predicted_price_change_3,predicted_price_change_4,predicted_price_change_5,predicted_voucher_fair_price,predicted_future_volatility,predicted_price_edge,voucher_mispricing_edge,signal_edge,dynamic_threshold,raw_signal,signal_confidence
3.0,1500.0,VELVETFRUIT_EXTRACT,5295.0,67.0,,,,,5300.0,25.0,5301.0,42.0,,,5297.5,0.0,5295.0,5300.0,5.0,0.0015001500150015,0.6671667166716672,67.0,25.0,92.0,67.0,67.0,134.0,67.0,67.0,134.0,67.0,67.0,0.0,0.1858407079481557,5294.999999209702,5300.626864880504,5298.641303771888,1.1413037718875785,0.22826075392099418,5297.813432045103,0.3134320451026724,0.5000001570596287,0.625372974850134,0.22826075392099418,0.0,8.574990290142454,-9.437968956049758e-05,5298.0,0.00011006132585320309,5297.35,0.0001280428131247518,5296.78125,0.00013557760937736005,-0.5,-9.437968956049758e-05,0.5,9.438859792787468e-05,3.0,0.000566465271944594,,0.0,1.0,0.0,5297.5,0.00013557760937736005,2.9984998499849986,0.008215068082150681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5297.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,-0.5,-1.0,,0.0,0.021817819043129426,0.19624575972557068,0.2724345922470093,0.09910216927528381,0.08618741482496262,0.12009316682815552,436.03411865234375,1.0834324359893799,0.15481262058019638,-4861.465881347656,0.15481262058019638,2.9014985193337175,0,0.05335609153291817
3.0,3600.0,VEV_5200,115.0,36.0,,,,,118.0,12.0,119.0,24.0,,,116.5,0.0,115.0,118.0,3.0,0.0036003600360036,0.667866786678668,36.0,12.0,48.0,36.0,36.0,72.0,36.0,36.0,72.0,36.0,36.0,0.0,0.19999999996666668,114.99999996805555,118.6666666337037,117.24999997557292,0.7499999755729192,0.24999999102430642,116.83333330087962,0.333333300879616,0.5000000089814841,0.7222222088271588,0.24999999102430642,0.0,4.757891273005756,0.0,117.3,0.006354893128626088,117.55,0.004744380486114526,119.075,0.006246372357011922,0.0,0.0,-1.0,-0.008547060578457888,-2.5,-0.02123222010577397,5200.0,1.0,0.0,0.0,5292.0,0.00022036600532302384,2.9963996399639963,0.00820931408209314,1.0176923076923077,92.0,24.5,0.051096695312059466,0.587549949442362,0.0,0.0,0.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,3.0,119.5,0.004282661792000653,0.7873237545672568,0.06325774639844894,0.1857670396566391,0.13723260164260864,0.23137500882148743,0.35445594787597656,332.9105224609375,1.1146644353866577,0.19441766887903214,216.4105224609375,216.4105224609375,22.87850872757149,1,9.459118382140682
3.0,6900.0,VEV_5100,200.0,34.0,,,,,205.0,11.0,206.0,23.0,,,202.5,0.0,200.0,205.0,5.0,0.006900690069006901,0.6689668966896689,34.0,11.0,45.0,34.0,34.0,68.0,34.0,34.0,68.0,34.0,34.0,0.0,0.2035398229728248,199.99999994117647,205.6764705277422,203.77777773249383,1.2777777324938313,0.2555555459876552,202.83823523445932,0.3382352344593187,0.5000000107647061,0.6352941042778512,0.2555555459876552,0.0,5.310739886546594,-0.004926118336055829,202.9,0.005930956546701475,202.5,0.006038983799004993,202.05,0.005751069687244924,-1.0,-0.004926118336055829,2.0,0.009925639799970298,1.0,0.004950505159856178,5100.0,1.0,0.0,0.0,5296.5,0.0002203644651520616,2.9930993099309933,0.008200272082002722,1.038529411764706,196.5,6.0,0.012509735941206503,0.6836481271041651,0.0,0.0,0.0,202.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203.5,0.0,0.5216639540087694,0.09296815097332001,0.17701756954193115,0.17778056859970093,0.24735094606876373,0.3422592580318451,353.3629150390625,1.1176339387893677,0.20747529864311218,150.8629150390625,150.8629150390625,23.941871081059652,1,6.301216581122172
3.0,11400.0,VEV_5100,198.0,26.0,,,,,204.0,26.0,,,,,201.0,0.0,198.0,204.0,6.0,0.011401140114011402,0.6704670467046704,26.0,26.0,52.0,26.0,26.0,52.0,26.0,26.0,52.0,26.0,26.0,0.0,0.0,197.99999992384616,203.99999992153846,200.99999996134616,-3.8653837464153185e-08,-6.442306233288354e-09,200.99999992269233,-7.730767492830637e-08,0.5000000118589731,0.49999998608974344,-6.442306233288354e-09,0.0,5.303304908059076,0.007490671729157405,199.6,0.004367885485541663,199.45,0.004082959556650345,200.8,0.00452804015101222,1.5,0.007490671729157405,1.5,0.007490671729157405,2.5,0.01251580793183038,5100.0,1.0,0.0,0.0,5294.5,0.00019186033835305865,2.9885988598859887,0.008187942081879422,1.0381372549019607,194.5,6.5,0.01356753726224466,0.6819494273537439,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,-1.5,-1.5,-1.5,199.5,-0.007490671729157405,0.48748762150030467,0.04340927675366402,0.15258270502090454,0.19748593866825104,0.1936381310224533,0.30365973711013794,336.9207763671875,1.1242109537124634,0.17815515771508217,135.9207763671875,135.9207763671875,24.543692294004597,1,5.5379107079332766
3.0,11800.0,VEV_4000,1283.0,13.0,1280.0,23.0,,,1304.0,13.0,1307.0,23.0,,,1293.5,0.0,1283.0,1304.0,21.0,0.011801180118011801,0.6706003933726706,13.0,13.0,26.0,36.0,36.0,72.0,36.0,36.0,72.0,36.0,36.0,0.0,0.0,1281.0833329774769,1305.916666303912,1293.4999995025,-4.974999683327042e-07,-2.3690474671228544e-08,1293.4999996406946,-3.593054316297639e-07,0.5912698579338307,0.591269823714255,-2.3690474671228544e-08,0.0,7.165107001626084,0.000386622854226637,1293.7,0.0007727080961594545,1293.5,0.0007817489588174888,1293.95,0.0007472321879982844,0.5,0.000386622854226637,0.0,0.0,0.5,0.000386622854226637,4000.0,1.0,0.0,0.0,5293.5,0.00020123705867789783,2.988198819881988,0.008186846081868461,1.323375,1293.5,0.0,0.0,0.9984493047478179,0.0,0.0,0.0,1293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.5,0.5,-1.0,-1.5,1292.0,-0.000386622854226637,0.0759432909763597,0.14693474769592285,0.09358523041009903,-0.023686133325099945,0.05293872207403183,0.217036634683609,494.4330139160156,1.1232078075408936,0.09736184030771255,-799.0669860839844,-799.0669860839844,32.01896281497194,-1,24.956054657408945
3.0,17400.0,VEV_5200,109.0,34.0,,,,,112.0,34.0,,,,,110.5,0.0,109.0,112.0,3.0,0.0174017401740174,0.6724672467246724,34.0,34.0,68.0,34.0,34.0,68.0,34.0,34.0,68.0,34.0,34.0,0.0,0.0,108.99999996794118,111.99999996705883,110.49999998375002,-1.6249984469141054e-08,-5.416661471658146e-09,110.4999999675,-3.249999735999154e-08,0.5000000090196071,0.49999998735294227,-5.416661471658146e-09,0.0,4.705015520957808,0.00453515516539138,111.4,0.006623924696536955,112.25,0.005590627399427511,112.725,0.005741428839992877,0.5,0.00453515516539138,-2.0,-0.01793770068666678,-4.0,-0.035559302036486606,5200.0,1.0,0.0,0.0,5283.5,0.0002078353086589565,2.982598259825983,0.00817150208171502,1.0160576923076923,83.5,27.0,0.05653157750620114,0.5796054275317777,0.0,0.0,0.0,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.5,110.0,0.0,0.7639904711071389,0.08354685455560684,0.15468232333660126,0.13605713844299316,0.20284590125083923,0.3244393765926361,326.89251708984375,1.1228954792022705,0.18031431883573532,216.39251708984375,216.39251708984375,22.95220726248837,1,9.427961093898885
3.0,21600.0,VEV_5300,47.0,20.0,,,,,49.0,6.0,50.0,14.0,,,48.0,0.0,47.0,49.0,2.0,0.021602160216021602,0.6738673867386739,20.0,6.0,26.0,20.0,20.0,40.0,20.0,20.0,40.0,20.0,20.0,0.0,0.21212121205693296,46.9999999765,49.69999997515,48.5384615197929,0.5384615197928966,0.2692307585502945,48.349999975825,0.34999997582499986,0.5000000092500001,0.849999983325,0.2692307585502945,0.0,3.871201010907891,-0.010362787035546273,48.1,0.006554001987918094,48.35,0.012032141222824538,48.55,0.009227195877834344,-0.5,-0.010362787035546273,0.0,0.0,-1.0,-0.020619287202735315,5300.0,1.0,0.0,0.0,5274.0,0.00018351119189359192,2.9783978397839785,0.00815999408159994,0.9950943396226415,0.0,48.0,0.10075258324299281,0.47549135538895937,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.5,2.0,2.0,50.0,0.020619287202735315,1.3705058123133271,0.034943193197250366,0.2107418179512024,0.17411386966705322,0.19260545074939728,0.34438562393188477,296.6799011230469,1.1069636344909668,0.1913579910993576,248.67990112304688,248.67990112304688,22.09494476282297,1,11.255058738208595
3.0,26100.0,HYDROGEL_PACK,10021.0,12.0,10019.0,27.0,,,10037.0,12.0,10040.0,27.0,,,10029.0,0.0,10021.0,10037.0,16.0,0.026102610261026102,0.6753675367536753,12.0,12.0,24.0,39.0,39.0,78.0,39.0,39.0,78.0,39.0,39.0,0.0,0.0,10019.615382046251,10039.076920502801,10028.99999582125,-4.178749804850668e-06,-2.611718626399343e-07,10029.346151274527,0.34615127452707384,0.586538621742701,0.6298075310314285,-2.611718626399343e-07,0.0,9.213236175088209,-0.00019940179527644375,10029.7,0.0003635986111216757,10030.35,0.00030794615072352223,10031.55,0.00031225052403401245,-2.0,-0.00019940179527644375,-5.0,-0.0004984299559893657,-1.0,-9.970586777185986e-05,,0.0,0.0,1.0,5268.0,0.00019035512606560762,2.973897389738974,0.00814766408147664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,-0.1,0.37582380178233354,-2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-2.0,-7.0,-6.0,,9.970586777185986e-05,0.02230487515315533,0.11988560855388641,0.13121239840984344,0.0002445145510137081,0.31335145235061646,0.3304848372936249,481.8912353515625,1.0329468250274658,0.17903576223179699,-9547.108764648438,0.17903576223179699,9.750595541508646,0,0.01836152073682424
3.0,27200.0,VEV_4000,1260.0,7.0,1257.0,30.0,,,1281.0,7.0,1284.0,30.0,,,1270.5,0.0,1260.0,1281.0,21.0,0.027202720272027203,0.6757342400906757,7.0,7.0,14.0,37.0,37.0,74.0,37.0,37.0,74.0,37.0,37.0,0.0,0.0,1257.5675672276843,1283.4324320855587,1270.4999990924998,-9.075001798919402e-07,-4.3214294259990344e-08,1270.4999996566216,-3.433783604123164e-07,0.6158301317217798,0.615830099019068,-4.3214294259990344e-08,0.0,7.1471658027602185,0.0007874016154856278,1269.3,0.0007308086353490354,1268.8,0.0007061097580046807,1268.85,0.0007880847267251271,1.0,0.0007874016154856278,1.0,0.0007874016154856278,1.5,0.0011813350458309557,4000.0,1.0,0.0,0.0,5270.5,0.00018254150105720594,2.9727972797279727,0.0081446500814465,1.317625,1270.5,0.0,0.0,0.9982606449050245,0.0,0.0,0.0,1270.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,1270.5,0.0,0.06167036045378558,0.1314963847398758,0.10964550822973251,-0.011725526303052902,0.0384339801967144,0.1899050921201706,500.7000427246094,1.1139014959335327,0.09155108779668808,-769.7999572753906,-769.7999572753906,31.69311581349921,-1,24.28918512794207
3.0,28000.0,VEV_6000,0.0,26.0,,,,,1.0,26.0,,,,,0.5,0.0,0.0,1.0,1.0,0.028002800280028002,0.676000933426676,26.0,26.0,52.0,26.0,26.0,52.0,26.0,26.0,52.0,26.0,26.0,0.0,0.0,0.0,0.9999999996153845,0.49999999990384614,-9.615386264982817e-11,-9.615386168828955e-11,0.4999999998076923,-1.9230772529965634e-10,0.4999999950000001,0.49999999461538464,-9.615386168828955e-11,0.0,-0.6931471805599453,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1.0,0.0,0.0,5272.0,0.00015706813559152768,2.971997199719972,0.00814245808142458,0.8786666666666667,0.0,0.5,0.0010510341736304604,0.08116170201862377,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04277259483933449,0.1903877854347229,0.1831905096769333,0.18972750008106232,0.2659030556678772,284.50787353515625,1.1245486736297607,0.17439628913998603,284.00787353515625,284.00787353515625,21.898898377307145,1,12.969048426173847
