source_product,trader,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
HYDROGEL_PACK,Mark 01,477,1982,3642477.0,0.10167714884696016,0.0,1.089790915765943,277.5,0.0,0.42557651991614254,1,0.14001009081735621,6.2332014408180605,2.037695872095839
HYDROGEL_PACK,Mark 14,541,2164,15052257.0,-0.13123844731977818,-0.0,1.1648255871988482,-367.5,0.0,0.33271719038817005,1,-0.16982439926062848,-7.90002953970939,-2.6205883990978727
HYDROGEL_PACK,Mark 22,338,1226,1042317.0,-0.3076923076923077,-0.0,1.2355995433205715,-533.5,0.9230769230769231,0.2781065088757396,1,-0.43515497553017946,-15.236639375050874,-4.578226238486664
HYDROGEL_PACK,Mark 38,337,1197,10428417.0,0.001483679525222552,0.0,1.124999018730045,15.0,1.0,0.3620178041543027,1,0.012531328320802004,0.43355498476206,0.024210452704117334
HYDROGEL_PACK,Mark 49,30,280,1470758.0,-1.8166666666666667,-2.0,1.1483371285992365,-532.5,0.03333333333333333,0.03333333333333333,1,-1.9017857142857142,-31.82296172352823,-8.664958120920529
HYDROGEL_PACK,Mark 55,287,1597,8382322.0,-0.03484320557491289,-0.0,1.1049025649923851,-35.0,1.0,0.36585365853658536,1,-0.021916092673763307,-0.8758214678698597,-0.5342383616468692
HYDROGEL_PACK,Mark 67,34,311,1632731.0,1.838235294117647,2.0,0.9670369319769988,585.0,1.0,0.9411764705882353,1,1.8810289389067525,33.17230666173895,11.084025042863354
VELVETFRUIT_EXTRACT,Mark 01,621,2467,4843575.0,-0.0024154589371980675,0.0,1.2026492106552384,89.5,0.0,0.40096618357487923,1,0.03627888123226591,1.8019322601828847,-0.05005027734570227
VELVETFRUIT_EXTRACT,Mark 14,653,2587,17610763.0,0.04134762633996937,0.0,1.0742265116332481,29.0,0.0,0.39203675344563554,1,0.011209895632006184,0.5701639881018261,0.9835836639859014
VELVETFRUIT_EXTRACT,Mark 22,531,1970,1961800.0,-0.054613935969868174,-0.0,1.2629825405931612,-208.5,0.8870056497175142,0.423728813559322,1,-0.10583756345177665,-4.697566601943546,-0.9964451334037536
VELVETFRUIT_EXTRACT,Mark 38,475,1591,13104204.0,0.049473684210526316,-0.0,1.124231916346524,96.0,1.0,0.40421052631578946,1,0.06033940917661848,2.406778610706721,0.9591027736480737
VELVETFRUIT_EXTRACT,Mark 49,35,323,1695357.0,-1.7714285714285714,-2.0,0.9021449696243321,-610.0,0.0,0.0,1,-1.888544891640867,-33.94130792855409,-11.616661525029189
VELVETFRUIT_EXTRACT,Mark 55,392,2152,11292470.0,-0.03316326530612245,0.0,1.0964589336701656,-7.5,1.0,0.3647959183673469,1,-0.0034851301115241635,-0.16167398008471007,-0.5988360656254672
VELVETFRUIT_EXTRACT,Mark 67,55,507,2659158.0,1.8545454545454545,2.0,1.0393762698383249,937.5,0.9818181818181818,0.9272727272727272,1,1.849112426035503,41.635836720405706,13.232625751970962
VEV_4000,Mark 01,186,751,1336315.0,0.1774193548387097,0.0,1.2501787143386853,109.5,0.0,0.45161290322580644,1,0.14580559254327563,3.9957117492993266,1.9354652019749679
VEV_4000,Mark 14,224,887,5992995.0,-0.12276785714285714,0.0,1.0218989707432675,-149.5,0.0,0.33035714285714285,1,-0.1685456595264938,-5.019718727101233,-1.7980456882263895
VEV_4000,Mark 22,140,495,402565.0,0.04642857142857143,-0.0,1.244984800362894,3.0,0.8857142857142857,0.39285714285714285,1,0.006060606060606061,0.13483997249264842,0.4412505802588181
VEV_4000,Mark 38,164,538,4447172.0,-0.042682926829268296,0.0,1.1247391504329056,-77.5,1.0,0.3719512195121951,1,-0.14405204460966542,-3.341262255084008,-0.4859866097839085
VEV_4000,Mark 49,13,127,667440.0,-1.6153846153846154,-2.0,1.3563714792576516,-218.0,0.07692307692307693,0.15384615384615385,1,-1.7165354330708662,-19.34437190527128,-4.294068512523281
VEV_4000,Mark 55,131,712,3736381.0,-0.026717557251908396,0.0,1.2030617624327662,-71.5,1.0,0.37404580152671757,1,-0.10042134831460674,-2.6795757881602045,-0.2541818129212239
VEV_4000,Mark 67,26,244,1281527.0,2.1923076923076925,2.5,0.9173540546258363,541.0,1.0,1.0,1,2.2172131147540983,34.63397602184836,12.185720057056862
VEV_4500,Mark 14,2,9,47397.0,0.0,0.0,0.7071067811865476,-1.5,0.0,0.5,1,-0.16666666666666666,-0.5,0.0
VEV_4500,Mark 22,1,2,32.0,-1.0,-1.0,,-2.0,1.0,0.0,1,-1.0,-1.414213562373095,
VEV_4500,Mark 38,1,2,20172.0,-1.5,-1.5,,-3.0,1.0,0.0,1,-1.5,-2.1213203435596424,
VEV_4500,Mark 55,2,7,36856.0,-0.5,-0.5,0.7071067811865476,-4.0,1.0,0.0,1,-0.5714285714285714,-1.5118578920369088,-1.0
VEV_5000,Mark 14,3,16,159774.0,2.1666666666666665,1.5,1.607275126832159,36.0,0.0,1.0,1,2.25,9.0,2.3348689263480735
VEV_5000,Mark 22,2,4,12.0,-1.0,-1.0,0.0,-4.0,1.0,0.0,1,-1.0,-2.0,
VEV_5000,Mark 67,1,12,63048.0,2.0,2.0,,24.0,1.0,1.0,1,2.0,6.92820323027551,
VEV_5100,Mark 01,2,10,100.0,1.0,1.0,0.0,10.0,0.0,1.0,1,1.0,3.162277660168379,
VEV_5100,Mark 22,3,12,330.0,1.0,2.0,1.7320508075688772,18.0,1.0,0.6666666666666666,1,1.5,5.196152422706632,1.0
VEV_5100,Mark 38,1,5,49985.0,1.0,1.0,,5.0,1.0,1.0,1,1.0,2.23606797749979,
VEV_5200,Mark 01,13,61,178833.0,-0.6923076923076923,-1.0,1.5882178368964055,-39.0,0.0,0.46153846153846156,1,-0.639344262295082,-4.993438317382943,-1.5716678310900667
