timestamp,cash,realized_pnl,unrealized_pnl,total_pnl,own_trade_count,positions
0,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
100,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
200,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
300,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
400,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
500,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
600,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
700,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
800,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
900,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1000,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1100,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1200,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1300,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1400,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1500,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1600,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1700,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1800,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
1900,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2000,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2100,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2200,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2300,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2400,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2500,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2600,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2700,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2800,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
2900,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
3000,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
3100,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
3200,0.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
3300,-49930.00,0.00,-25.00,-25.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
3400,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
3500,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
3600,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
3700,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
3800,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
3900,-49930.00,0.00,25.00,25.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4000,-49930.00,0.00,25.00,25.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4100,-49930.00,0.00,25.00,25.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4200,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4300,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4400,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4500,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4600,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4700,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4800,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
4900,-49930.00,0.00,5.00,5.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5000,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5100,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5200,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5300,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5400,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5500,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5600,-49930.00,0.00,50.00,50.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5700,-49930.00,0.00,25.00,25.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5800,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
5900,-49930.00,0.00,20.00,20.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6000,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6100,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6200,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6300,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6400,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6500,-49930.00,0.00,40.00,40.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6600,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6700,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6800,-49930.00,0.00,-35.00,-35.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
6900,-49930.00,0.00,0.00,0.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7000,-49930.00,0.00,5.00,5.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7100,-49930.00,0.00,5.00,5.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7200,-49930.00,0.00,5.00,5.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7300,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7400,-49930.00,0.00,5.00,5.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7500,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7600,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7700,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7800,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
7900,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
8000,-49930.00,0.00,15.00,15.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
8100,-49930.00,0.00,10.00,10.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 10}"
