product,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD_COTTON,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL,ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING,UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_2X4,PANEL_4X4,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY
GALAXY_SOUNDS_DARK_MATTER,1.0,0.000651859781471132,0.0067611104334652575,-0.0011662025886737006,0.004225543425678181,0.010863850225385977,-0.0012852905734579724,0.0018691333913068247,0.0001731984535670849,0.008187157593633778,0.0040048551870236326,-0.0028833198984049967,0.0022487974468002885,0.0026837676439094306,3.614441831503839e-06,0.0014912485487347908,0.004321656553729069,0.002133100093306978,0.006975510780778192,-0.008177120840894158,0.008247760424647184,0.006855969612298822,0.0010099677874607518,0.006431297979841402,-0.0017476448000056453,0.017369767452416918,0.00924328016380749,0.0037110870574436107,0.015894308746037103,0.002003935017506744,0.000609136914454247,0.006226335296967147,0.0017156187241216443,-0.0038158163571871983,0.007480580961642735,0.008777996754689729,0.0020495296699796117,0.007687322976563282,0.017871918190580083,-0.002402840629311892,0.0060634486397918436,0.01289380448190272,0.00825410508326161,0.00464106339390846,0.013945707193217511,0.017644245566132092,0.012207393924308843,0.012303390029950035,0.01085089316730698,0.012226375223250449
GALAXY_SOUNDS_BLACK_HOLES,0.000651859781471132,1.0,0.001200405536621706,0.009202097495260212,0.002053222751759931,0.004373601994617027,0.003350279647936239,0.008602274370593832,0.004011599834161516,0.008888251420104916,0.000997207636836935,0.0029685962294690184,0.015476633040227762,-0.005474337558577715,0.007949904581323294,-0.004241750868928596,0.0027646698384524975,0.00038832965501247457,0.001701455151398281,-0.0007943507863480805,0.0023812903539120528,0.0037494303287583467,0.0068485380264972405,0.0008195015440292432,0.0023555394630573206,-0.0008188364117669399,0.005751147031447798,0.00300969690294531,0.0020428456520643844,0.01453829777095472,0.0007110837109195811,0.012884168041718361,0.0012424045016489096,0.015221514974456202,0.01438958461330044,0.0035480112013728756,0.001706686825817875,0.002799637270894576,-0.007126679095898372,0.005070508358249145,0.0022129186049567573,0.022215418269675616,0.007942326947633945,0.012923410303498988,0.016134281552136226,0.018805325967203846,0.007243523069465892,0.016597895720304758,0.010157898929411891,0.011888359272410587
GALAXY_SOUNDS_PLANETARY_RINGS,0.0067611104334652575,0.001200405536621706,1.0,-0.00019893302803541783,0.013171737010461551,-0.00603205447145943,0.005439744263885008,0.01105509485578137,0.00670105046507564,0.009524610588061337,0.006108594492408022,-0.0021994563611269485,0.004521155599856971,0.000360003908927897,-0.005375501902585549,0.011875023948227705,-0.009539083109780947,0.0028504128640857405,0.001555582971646043,-0.0023025692122154934,0.005730667670823656,-0.0015276272623512357,0.0036518604362774654,0.007019806771400172,-0.001903839627183097,0.00521169417047904,-7.152594595475718e-06,-0.001654590918783279,0.009996534999242232,0.00397155950650331,0.006368274859921075,0.0007591359143470431,0.007778891395784679,0.004953440636642959,0.010268414009296132,-0.0031041601994164663,0.0025443494421771387,0.0015208533069941688,0.007954111702100445,0.004789915406977859,0.004844629940966134,0.005775576070706722,0.007867620737184092,0.01238344281324484,0.009160594518620242,0.015438248357812026,0.009136777704197423,0.02515758219688685,0.019685018321985333,0.00208452761029267
GALAXY_SOUNDS_SOLAR_WINDS,-0.0011662025886737006,0.009202097495260212,-0.00019893302803541783,1.0,0.004091715810142941,-0.004140392949371181,0.0055124901905720175,0.01030867954146294,0.0048365361880274545,-0.0016204354959805988,0.007624535502466369,0.007292273508163981,-0.0029173071389971016,-0.005035808516428135,-0.0033965859014816347,-0.003628253458164666,-0.017852858556039016,-0.0037094196445352453,0.003698461174610212,0.009748701438499317,0.0031342042449965537,0.0034353438814099684,0.0015136154656690607,0.012591436630982153,0.001445758830447936,0.018969973234635118,-0.006630837723600141,-0.002840880519846395,0.004632037105800285,0.0023859388673075845,-0.0005539696357437871,0.013792997173670572,-0.005292029386450796,0.021631590342217705,0.011990446739849092,0.0023746648697274744,-0.008382250136595248,-0.0003875859291520521,0.00826715057193176,0.009325959507017565,0.013083933657595019,0.00709798740904886,0.006516473175448362,0.001583061859963387,0.008768967546900054,0.020153642872476837,0.009113877278638795,0.014057026771321432,0.010199391232597044,0.013406314031812125
GALAXY_SOUNDS_SOLAR_FLAMES,0.004225543425678181,0.002053222751759931,0.013171737010461551,0.004091715810142941,1.0,0.007768854519188308,0.008398536660991064,0.005241179922435929,0.0064413908549587244,0.0013187836489898638,-0.0030076514816314483,-0.0005394764128845127,0.0038303922085496933,-0.0036880587866196302,-0.0030469260169248714,0.003035104655943014,-0.009561122464494547,0.009422322160228895,0.0005336648372066009,-0.001548727963177829,0.007124389502961702,0.003955998424001428,0.000510030190133579,0.002000800061943711,0.0028865379436001054,0.002407647837999365,-0.0008962880709266079,-0.005961804362335216,0.010097005952249806,0.007728876506267786,0.002897293897568938,0.0038427919230558335,0.009982226679122441,0.003439414370251985,0.011806399511435741,0.009533188912683744,0.009959503120263908,0.0031927263909275107,0.01430932339129611,-6.267974274282277e-05,0.008372015044941504,0.010813733461247718,-0.002159288131224079,0.005026291027431987,-0.002647047886073936,0.014678773111195337,0.01001610067039888,0.015485228887686678,0.013754096083417591,0.009627260418713679
SLEEP_POD_SUEDE,0.010863850225385977,0.004373601994617027,-0.00603205447145943,-0.004140392949371181,0.007768854519188308,1.0,0.006107718559144014,0.004542467243249121,0.006853203263450546,-0.0004987608857963298,-0.0061989510351527985,0.0015315936177503584,-0.0017127403172272687,-0.0005875028535783878,0.00161999619482837,0.0003263944520035909,-0.0008209727954157017,-0.007565410400233722,-0.008941850456130622,0.008025566355187549,0.004694182790188639,0.004807192546794267,0.007479181792930092,-0.0026758539408960557,0.009830194291850421,0.006673233471931657,0.014405073166095227,0.00901837797268839,0.004381043523877521,0.0003745206041646902,-0.0025124923765753922,0.0032907706380873388,0.0037540058098149177,0.00635533154485612,0.003927838125845101,0.0027756082201144624,-0.0013833483825578502,-0.002797808120074038,0.0054093005466615135,0.00841636906838157,0.0025083903403836996,-0.002344323847587883,0.008500221132536174,-0.0011258754969929433,0.00774899126127116,0.011075161130374567,0.010042546822838743,0.0030037363494472657,-0.0050126962546931855,0.019393132547154524
SLEEP_POD_LAMB_WOOL,-0.0012852905734579724,0.003350279647936239,0.005439744263885008,0.0055124901905720175,0.008398536660991064,0.006107718559144014,1.0,0.00903507483477179,0.003244806211552898,-0.00282676671726387,-0.007122404676173632,0.008807228464180025,-0.003220236970289659,0.0010814115898167176,0.0005192892518846181,-0.0023642005301972094,0.003649202165984841,0.0006547346887015274,-0.0031168141366265845,0.00018627554760654164,0.003610915732427214,-0.004704043261667342,0.008581398751921434,-0.002594357698656636,0.000729780694296612,-0.00042100240686412997,-0.00011393904872509756,0.004756426069848025,0.0060231838582931576,0.006383206475981979,0.004273056411298407,0.0018713512412976002,0.0037983695370338304,0.00027923697052104995,0.00988922083300846,0.007660544013300124,0.0029030813944156673,0.0057933468241045775,0.010588000916356312,0.007918853466600612,0.011122585108828414,-0.0009519643178558492,0.007518086435966422,-0.00038368493166305207,-0.00234286084103875,0.00894916547521384,0.0073533591315883065,0.010407650455503757,0.005465013442658204,0.008203108099778632
SLEEP_POD_POLYESTER,0.0018691333913068247,0.008602274370593832,0.01105509485578137,0.01030867954146294,0.005241179922435929,0.004542467243249121,0.00903507483477179,1.0,0.0018277596266599381,-0.007171806751532759,-0.011195011984034227,0.002170291639574685,0.007700851883342585,0.00968134681137738,0.0012190368818334168,0.004029914930858515,-0.0038487832670877323,-0.008041025170051152,0.002096784764709968,0.0036042612971272175,0.003316072446365404,0.0029427433030789368,-0.00901018764134231,0.0006123751713704538,-0.0001689008520392438,-0.001827896003636059,0.006757423647224582,-0.0015564463362199305,0.014466928963428131,0.0141095618607886,0.014982290259133843,-0.009327198771735264,0.008695012389078636,0.003465595114132755,0.004713523893622693,-0.0026820592762355475,-0.003698105214032891,0.0063327725873015585,0.004390674199400712,0.002633101409057606,-0.0003513373934428709,-0.0008240882849088817,0.0028844539552820674,0.006679417221472028,0.017305193676973946,0.013152753121764007,0.005834572073774907,0.012629006968262727,0.005323250244577153,0.010137780263381585
SLEEP_POD_NYLON,0.0001731984535670849,0.004011599834161516,0.00670105046507564,0.0048365361880274545,0.0064413908549587244,0.006853203263450546,0.003244806211552898,0.0018277596266599381,1.0,0.005645144624134457,0.0004789159794946109,0.005769580204911618,-0.011794941406523965,-0.00020481941066974435,-0.0007044799021867837,0.0008786835726835654,0.008903862153098538,-0.003384518544834503,-0.0010378125518056877,-0.0036376037543950045,0.0014024338877458148,-0.004298947369949462,-0.0015737537610750823,0.0027668942537328912,0.012579752289091617,-0.0021066310637792665,0.006046791372520625,0.001509895808700717,0.001238623567350086,-0.003920635536136267,0.012016510944579667,0.007028055448849393,-0.007579951486109952,0.0006666982057127365,0.007949165009892718,0.005925007108770239,-0.004266923582599616,0.008969058587069293,0.007363779811095828,0.012116930373312212,0.006099316871489769,0.007455885434697607,0.01608018798680617,0.009789890558482435,0.005408451257019026,0.01634133907851414,0.0029835356267756204,0.004676786246392238,0.0003535984453577898,0.02030005168186623
SLEEP_POD_COTTON,0.008187157593633778,0.008888251420104916,0.009524610588061337,-0.0016204354959805988,0.0013187836489898638,-0.0004987608857963298,-0.00282676671726387,-0.007171806751532759,0.005645144624134457,1.0,-0.0033333616150076507,-0.009018229664497952,-0.004554303561499958,-0.005698772426914678,-0.009081287368369096,0.00022739655499143369,0.004955318960303451,-0.007421769223405861,0.002771484714305902,-0.0013252417755775792,0.005163500357770252,-0.003962068818413132,0.0052189481069397645,0.0016926880257688605,-0.0023231536365847637,0.005053410851172419,0.011124684420199172,0.0006705417197582483,0.006914000985963921,0.011638708692469213,0.004462268399476871,0.002369214312136525,-0.0032898629292209013,-0.0027655728943777325,-0.000792555924942951,0.015218510941131592,0.00493108961533593,0.0010736649909798828,-0.0013877491331600776,0.0034998308925108597,0.005993517256411327,0.008783706145133746,-0.004148480834847515,0.00406372971935291,0.009369159609277913,0.014778370160698426,0.006261675564326298,0.017053237116814515,0.007872313489840204,0.011061306887212262
MICROCHIP_CIRCLE,0.0040048551870236326,0.000997207636836935,0.006108594492408022,0.007624535502466369,-0.0030076514816314483,-0.0061989510351527985,-0.007122404676173632,-0.011195011984034227,0.0004789159794946109,-0.0033333616150076507,1.0,0.012467942387997514,0.008137842172056636,0.010462313926591157,0.002903749244159665,-0.008183702382000333,0.0032848016148922473,-0.008567185703781075,0.0016188513145763636,0.005208991100967043,-0.000564942705186341,0.0008083306070232679,-0.00199739897545417,0.00430803863481159,-0.010970848467891944,-0.0013587894717790863,0.0067254989237042736,-0.002574661764726994,-0.0060210852026850205,0.0018867370480037252,0.003817035675636446,-0.004317068025322884,-0.007356806545519765,-0.0038224678131144247,-0.00213485019420202,-0.0037715495789974428,0.005552793389605887,-0.0066628570220579495,0.004985146663892597,0.0028512877624894462,-0.0015289820777753085,0.0006482538511289552,0.003033160524498991,9.815141334298023e-05,0.0016696886738543958,0.0007995708621556628,0.0009669499562500041,-0.004496699150282241,-0.008126612046696235,0.008755634410523135
MICROCHIP_OVAL,-0.0028833198984049967,0.0029685962294690184,-0.0021994563611269485,0.007292273508163981,-0.0005394764128845127,0.0015315936177503584,0.008807228464180025,0.002170291639574685,0.005769580204911618,-0.009018229664497952,0.012467942387997514,1.0,0.00452821606540402,0.002851677519871941,0.0014744300133687097,-0.0010402084110778895,-0.006027336004162854,0.004686309721401383,-0.0009250524534457971,0.0018032294919916392,-0.0024394675019280515,0.008237323943726426,-0.00957834136540505,0.010019087826304065,0.015362842126827815,-0.01269248734469875,0.004454708942404009,-0.0033497823699270915,-0.0013578742494435904,-0.004783500472700452,0.0044951474087512235,0.0001731916000335057,-0.001904598338643381,0.0004108228062116818,0.0002599126191409149,-0.004405555374270117,0.004015681593405069,-0.004093539324119575,-0.0030890410406810083,-0.0037790384890047587,-0.009987842042699573,0.005351689145541959,0.0019719013613740143,-0.01074166106168284,0.006732276652971586,0.0015511942096821105,-0.0017634883456469537,-0.0006400705406664193,-0.00039127074085829077,-0.0014214981712721928
MICROCHIP_SQUARE,0.0022487974468002885,0.015476633040227762,0.004521155599856971,-0.0029173071389971016,0.0038303922085496933,-0.0017127403172272687,-0.003220236970289659,0.007700851883342585,-0.011794941406523965,-0.004554303561499958,0.008137842172056636,0.00452821606540402,1.0,0.006593714350812995,0.007326635503944607,0.008572946022146226,-0.005029670785891133,0.0011687361055728758,0.002996726264035467,-0.0035923208326168053,-0.0052724631094328124,0.002989008063357988,-0.0035001128527988846,-0.00037559704330328926,-0.0032906379095532768,0.007223681948720179,0.0028678416174712043,-0.008309665417801553,0.009795288824920175,0.0017342640546477387,0.011581236256090222,0.0015820166088281876,0.0008994986707837483,0.0017479259126955426,-0.003236415078028716,-0.0013083972786953892,-0.0013528736963313432,-0.003261621072285812,-0.0033737027436802312,0.005594685525060716,-0.0012564314931511865,-0.003351046877374427,-0.0010196774586226055,0.0019961283495925747,0.008830090865850054,0.007527816660693832,-0.0076310679633337765,0.0025948395507827786,0.005485866222187011,-0.002495129832510611
MICROCHIP_RECTANGLE,0.0026837676439094306,-0.005474337558577715,0.000360003908927897,-0.005035808516428135,-0.0036880587866196302,-0.0005875028535783878,0.0010814115898167176,0.00968134681137738,-0.00020481941066974435,-0.005698772426914678,0.010462313926591157,0.002851677519871941,0.006593714350812995,1.0,0.004999327375433673,0.0024361813477320007,-0.004079707070482493,0.005050604304709623,-0.006110965291225157,0.0018915320614586752,0.008689275728509653,-0.009196171953171389,-0.0102739583587398,-0.0023034183564476693,-0.00619924104075267,-0.0035902600855868953,0.006723220189004258,-0.0007928704680603514,-0.004106634338476922,-0.0012299678311049375,-0.003978381349607224,-0.0043965676112889766,-0.00439539874267319,-0.0031223738158637914,0.00555062490031762,-0.005401025732055185,0.004503351531431329,-0.0011273234113672096,-0.003380892080127597,-0.006255405832304349,-0.005224191307607112,-0.007598143916681986,-0.011916669810006483,0.002927583171666786,0.0005419199802248765,0.002185583316259891,-0.003712525896118895,-0.006732832040923969,-0.006388763321368211,0.003795018562349104
MICROCHIP_TRIANGLE,3.614441831503839e-06,0.007949904581323294,-0.005375501902585549,-0.0033965859014816347,-0.0030469260169248714,0.00161999619482837,0.0005192892518846181,0.0012190368818334168,-0.0007044799021867837,-0.009081287368369096,0.002903749244159665,0.0014744300133687097,0.007326635503944607,0.004999327375433673,1.0,-0.004715376967770308,0.0018582615213949447,-0.0065994166812762475,0.00407095263372428,0.002317713847375563,-0.00835405122190666,-0.0003612027198924589,-0.010609583712749412,-0.0035511470239783173,0.0018962884461010243,-0.004956297460111191,-2.033660451100129e-05,-0.0018412342906144869,0.003601817217073979,-0.0006322790659614186,-0.0074783190307986845,-0.0008338844103271704,-0.008002107009365971,0.0017149728505529828,-0.003829335939769115,0.004157236135851357,0.005081511955095169,-0.0006845287466439934,0.004385569177269093,-0.0008391304931037675,-0.0034028358434302357,0.0015485419702923053,0.0013436432577020433,-0.006228559800265249,-0.0018542753114824655,-0.010778522264521237,0.00888684729143524,0.0001490630386191671,0.0017767331928371227,-0.0019827275071438856
PEBBLES_XS,0.0014912485487347908,-0.004241750868928596,0.011875023948227705,-0.003628253458164666,0.003035104655943014,0.0003263944520035909,-0.0023642005301972094,0.004029914930858515,0.0008786835726835654,0.00022739655499143369,-0.008183702382000333,-0.0010402084110778895,0.008572946022146226,0.0024361813477320007,-0.004715376967770308,1.0,-0.006473849242389273,0.014621064679769771,0.004929831102989464,-0.49731477061404267,-0.010576231794278287,0.0009330054240018979,0.0038498032484671103,-0.014719346893158564,0.005164715560794391,0.007815836056847955,0.004222218458857413,-0.006452671016538541,-0.009667689145369758,-0.009225492815834254,-0.002599528139064913,0.0015601894686533785,0.006985242170067539,0.009154173296935504,-0.01800764009063255,0.008170155868932839,0.01190153397455139,0.0016374530175277929,0.0014084380492237585,-0.0021115336456921188,-0.004801794636774221,-0.0014687863689257213,0.004226475961049484,0.0029937433617979754,0.005578719462195286,0.013047938435440989,-0.014541697605171737,-0.0008079021312221291,5.827179584047722e-05,-0.0007953639881354661
PEBBLES_S,0.004321656553729069,0.0027646698384524975,-0.009539083109780947,-0.017852858556039016,-0.009561122464494547,-0.0008209727954157017,0.003649202165984841,-0.0038487832670877323,0.008903862153098538,0.004955318960303451,0.0032848016148922473,-0.006027336004162854,-0.005029670785891133,-0.004079707070482493,0.0018582615213949447,-0.006473849242389273,1.0,0.012487512942442795,0.006734469291173208,-0.49565526157138823,-0.001155499817848518,-0.004927373119598676,-0.00491741238150519,-0.002762741038570016,-0.0007418435113998168,0.0001311325109375113,0.00019989630251593103,-0.010251009352010213,-0.005052962390881468,0.001892061130140064,0.0009501559009763774,0.006597147099404313,0.004533075625241347,0.006962007276069407,-0.005677493585799838,-0.0003952023640933974,-0.003928456011690573,-0.009225952112108774,0.0029982956812991367,-0.003542278044473721,0.001287779362964578,0.0029800364118824797,-0.0008870901732006183,0.004965405857921455,0.0009421506522647687,0.0006189569420743911,-0.001661169517323844,0.0005960629590882173,-0.00017750846996247645,0.0010616650744892922
PEBBLES_M,0.002133100093306978,0.00038832965501247457,0.0028504128640857405,-0.0037094196445352453,0.009422322160228895,-0.007565410400233722,0.0006547346887015274,-0.008041025170051152,-0.003384518544834503,-0.007421769223405861,-0.008567185703781075,0.004686309721401383,0.0011687361055728758,0.005050604304709623,-0.0065994166812762475,0.014621064679769771,0.012487512942442795,1.0,0.010800551487671778,-0.5114973416178833,0.004819586190041314,0.0044086426498571845,0.004302935005456715,0.0075428015841844664,-0.004334739484152241,0.006271261191558121,0.003199490465994121,-0.005631696946507492,-0.002655161894284597,0.010963527083921223,-0.006881029177119766,-0.009737747847930989,0.0020062246912982656,0.00010973572903589515,0.00394593542710213,0.0009293071998313186,0.0027955954705273164,0.008039225958938202,0.006573907732278524,-0.005500395112919402,0.005765598797513091,0.001153335121553508,0.00934087782430168,-0.004495075583399615,0.003796188578192753,-0.010532435604846563,0.009267451828969105,-0.00818633679117207,-0.009114685664452865,0.00881469070825588
PEBBLES_L,0.006975510780778192,0.001701455151398281,0.001555582971646043,0.003698461174610212,0.0005336648372066009,-0.008941850456130622,-0.0031168141366265845,0.002096784764709968,-0.0010378125518056877,0.002771484714305902,0.0016188513145763636,-0.0009250524534457971,0.002996726264035467,-0.006110965291225157,0.00407095263372428,0.004929831102989464,0.006734469291173208,0.010800551487671778,1.0,-0.5000068648048289,-0.004604181632495409,2.7322754333422745e-05,0.009275227454895153,0.010849271696492802,-0.00028039422809474367,-0.0017496886785597534,0.005296736415057295,0.007419598711824012,-0.004438660328519768,0.00486495416319336,0.001105226208850443,-0.0005262697854081167,0.0010323455020062294,-0.0048342639110158965,-0.0023190517646571648,0.005428723647452195,0.00249351925747558,-0.005341443643651749,0.002953046210432361,0.0064774379458566326,-0.009907913352648396,-0.0002047055396524472,-0.008457846662002924,-0.007755548337743162,0.0002764124218796535,0.002416331658583884,-0.0009877171227755874,0.010550641179020702,0.007978263361313201,-0.0068645309073918845
PEBBLES_XL,-0.008177120840894158,-0.0007943507863480805,-0.0023025692122154934,0.009748701438499317,-0.001548727963177829,0.008025566355187549,0.00018627554760654164,0.0036042612971272175,-0.0036376037543950045,-0.0013252417755775792,0.005208991100967043,0.0018032294919916392,-0.0035923208326168053,0.0018915320614586752,0.002317713847375563,-0.49731477061404267,-0.49565526157138823,-0.5114973416178833,-0.5000068648048289,1.0,0.007297480274027365,0.0014721521208384564,-0.006235276832591711,-0.00033897859828683867,-0.0003707438434615955,-0.005751397220136164,-0.005529717179888055,0.007043765039994995,0.010856135362587019,-0.004450713270922415,0.0041064558720219505,0.001482825803801241,-0.007271210123847683,-0.00523843289501209,0.009699515957829105,-0.00691630948689399,-0.007683134370294271,0.0021461130197567746,-0.0061022902083611935,0.0013498620405031656,0.005104612369841942,-0.003370793631810164,-0.002511292302253477,0.0016519591767332478,-0.00404832237966007,-0.0020846261602766184,0.0038128813808409744,0.00016344462264503783,0.0020001627638994764,-0.0018068766490627428
