product,feature,n,pearson_fwd1,pearson_fwd1_pct,hit_rate,corr_lag_1,corr_lag_2,corr_lag_3,corr_lag_5,corr_lag_10
HYDROGEL_PACK,flow,29999,-0.0045372501004592464,-0.004533785340089194,0.3975618015577379,-0.0045372501004592464,-0.006731447345980098,-0.003994035225596639,0.00529397838844624,0.011427226342800436
HYDROGEL_PACK,imbalance,29999,-0.3267816709336313,-0.3267969538116615,0.01616161616161616,-0.3267816709336313,-0.24041405660336587,-0.20016832175538396,-0.15358629342887378,-0.11117083467019073
HYDROGEL_PACK,micro_edge,29999,0.29698147543165543,0.29696693775890665,0.9739854318418314,0.29698147543165543,0.21645118125571244,0.17934821836980305,0.1372182307343517,0.0974036622069188
HYDROGEL_PACK,wall_mid,29999,-0.03390445902992033,-0.03390684275936607,0.4099803326777559,-0.03390445902992033,-0.04472279000665113,-0.05356980060497847,-0.06768780713324804,-0.09375167018701479
VELVETFRUIT_EXTRACT,flow,29999,0.044620680770869184,0.044616308648313736,0.4117948717948718,0.044620680770869184,0.03185496222150274,0.031554762558769454,0.024938981395799264,0.030564550227862648
VELVETFRUIT_EXTRACT,imbalance,29999,-0.32083282979856537,-0.3208625769095905,0.06619593998234775,-0.32083282979856537,-0.24516967298544323,-0.2093693687594812,-0.1611010965519359,-0.11548158103233812
VELVETFRUIT_EXTRACT,micro_edge,29999,0.22695721761642215,0.22699396242037748,0.4960464190226975,0.22695721761642215,0.17603954088190452,0.15003146338822115,0.11645297981410217,0.08513120611145697
VELVETFRUIT_EXTRACT,wall_mid,29999,-0.03424727171658749,-0.03425940249722594,0.37904596819894,-0.03424727171658749,-0.04388846002879907,-0.0518354454601614,-0.06480784346294478,-0.08947499970004207
VEV_4000,flow,29999,0.005791217918099451,0.0057389955069617445,0.37774524158125916,0.005791217918099451,0.009764317084384954,0.004087426137773426,0.002188256272214869,0.008434119684873653
VEV_4000,imbalance,29999,-0.4753673582346243,-0.4756247277027234,0.0036429872495446266,-0.4753673582346243,-0.390971482131839,-0.34114279604084685,-0.2804143450181436,-0.2056624462476501
VEV_4000,micro_edge,29999,0.48022345879008715,0.48025973602918,0.994535519125683,0.48022345879008715,0.3913036333624242,0.3405980726378721,0.28261394435423115,0.2041951311243669
VEV_4000,wall_mid,29999,-0.04376205820438819,-0.043817067578705224,0.36764558818627285,-0.04376205820438819,-0.0515617608219582,-0.05836286189740335,-0.07016739649483848,-0.09305112301069471
VEV_4500,flow,29999,0.019972187245671073,0.020521450265831197,0.3333333333333333,0.019972187245671073,0.01069636745183379,0.007341485140175544,0.0007520652146213893,0.0043719165143164
VEV_4500,imbalance,29999,-0.40891673377570914,-0.4093682746673291,0.0036429872495446266,-0.40891673377570914,-0.32215185420559345,-0.27539658049658733,-0.22296008161496114,-0.1588059707439878
VEV_4500,micro_edge,29999,0.39735410153658346,0.39727084426684767,0.9963570127504554,0.39735410153658346,0.3109256100908539,0.2671094505429325,0.21707466176870005,0.1531712570471684
VEV_4500,wall_mid,29999,-0.038278113948924254,-0.0383828472240715,0.369312310410347,-0.038278113948924254,-0.046979561270451074,-0.054368995077541386,-0.06693339741514283,-0.09070896181667595
VEV_5000,flow,29999,0.01019938215272937,0.010938796531006927,0.3333333333333333,0.01019938215272937,0.003801746617226856,0.002114189690405506,-0.0024732648562409815,0.0012052206063611767
VEV_5000,imbalance,29999,-0.19906315338738467,-0.19950549890948416,0.0273224043715847,-0.19906315338738467,-0.1440556915890051,-0.11880098130692511,-0.0932780282343601,-0.06425209541478646
VEV_5000,micro_edge,29999,0.19333665086465954,0.1955093493635737,0.4471430483072394,0.19333665086465954,0.13955581814808182,0.11750301998868962,0.09238616004066147,0.06519992702999887
VEV_5000,wall_mid,29999,-0.03209253256743791,-0.032428432954491736,0.35947864928830964,-0.03209253256743791,-0.04274647515216995,-0.05112736547045874,-0.06486525489979356,-0.09028734613756832
VEV_5100,flow,29999,0.007808791307119624,0.008554337294778558,0.3333333333333333,0.007808791307119624,0.004346985453784426,-0.0012121166305600031,-0.0028514655561914883,0.0047281265152146175
VEV_5100,imbalance,29999,-0.16126024603328903,-0.16179368417302653,0.0546448087431694,-0.16126024603328903,-0.11526910613797099,-0.09615709020985462,-0.07378033383165669,-0.04965449634561956
VEV_5100,micro_edge,29999,0.2111566134096143,0.21500125328138753,0.4411051866214251,0.2111566134096143,0.1546310218258744,0.12459321737650575,0.0928419099733169,0.0671468373663797
VEV_5100,wall_mid,29999,-0.03167589788521244,-0.032159038818543095,0.35191173039101303,-0.03167589788521244,-0.04231818283732691,-0.05079328540091271,-0.06451647116733257,-0.09018382136853068
VEV_5200,flow,29999,0.006878269988868411,0.006763856146478452,0.37037037037037035,0.006878269988868411,0.01347306203108435,0.01045835261108697,0.010234611090364243,0.008712913712890432
VEV_5200,imbalance,29999,-0.12819664011859577,-0.1295987526257322,0.07832422586520947,-0.12819664011859577,-0.08590488334248901,-0.07448630041351391,-0.059656338247521756,-0.03885523277423438
VEV_5200,micro_edge,29999,0.2777385918368991,0.26595829751155564,0.4506628787878788,0.2777385918368991,0.2153629820711664,0.17574157887766553,0.147093147900612,0.09840577477559662
VEV_5200,wall_mid,29999,-0.03433650373805181,-0.03461650123912841,0.2856428547618254,-0.03433650373805181,-0.04482038054068099,-0.05316029752022183,-0.06701135738697303,-0.09274244087684032
VEV_5300,flow,29999,0.01098903728809442,0.011943527483101757,0.24369747899159663,0.01098903728809442,0.01235813076098315,0.010194155509789797,0.011159846194290137,0.009192918574171108
VEV_5300,imbalance,29999,-0.07993977935439184,-0.07941961959444216,0.12568306010928962,-0.07993977935439184,-0.05471311695894173,-0.049616643528227033,-0.03816314618359503,-0.026608665782068913
VEV_5300,micro_edge,29999,0.3496241297187621,0.337961287587974,0.4378443113772455,0.3496241297187621,0.2875344629776572,0.25035735443077284,0.2047757524118701,0.15302215243979936
VEV_5300,wall_mid,29999,-0.03936692196053253,-0.040374439958923675,0.212140404680156,-0.03936692196053253,-0.04921704473929561,-0.05700730587268419,-0.07026639048662768,-0.09546895193527143
VEV_5400,flow,29999,0.012013478690777983,0.010382157498718615,0.15606060606060607,0.012013478690777983,0.014563779244131514,0.006345285996173924,0.00904483293697149,0.010629659682689422
VEV_5400,imbalance,29999,-0.03629304446932423,-0.034917550265101197,0.11839708561020036,-0.03629304446932423,-0.02826693212456606,-0.027017872634375155,-0.02489460490768934,-0.01456774847033145
VEV_5400,micro_edge,29999,0.2727593219700157,0.2629727685108299,0.41631673665266944,0.2727593219700157,0.24022141791745305,0.22086235237990764,0.19311557535861915,0.15180377742699144
VEV_5400,wall_mid,29999,-0.039955527904235164,-0.0416377545096646,0.1400380012667089,-0.039955527904235164,-0.049090538374498525,-0.056243151683225,-0.06786270667312978,-0.08972516491489715
VEV_5500,flow,29999,0.016946031724870494,0.016485601833615523,0.07124681933842239,0.016946031724870494,0.012270656888973903,0.011608647815531522,0.009375794687001244,0.009763702389504237
VEV_5500,imbalance,29999,-0.01045893656555439,-0.00912969229487535,0.060109289617486336,-0.01045893656555439,-0.009773113955780207,-0.008530001859789626,-0.0024970970807116975,-0.006280560225945742
VEV_5500,micro_edge,29999,0.2868372590235371,0.26851840273725874,0.36066547831253715,0.2868372590235371,0.2588528311042226,0.24565307026565658,0.22633066920630834,0.19842274340400085
VEV_5500,wall_mid,29999,-0.051423069093357254,-0.05454930096122687,0.060668688956298546,-0.051423069093357254,-0.06324689527293557,-0.07161524811828787,-0.08433027482254306,-0.10590022809326684
VEV_6000,flow,29999,nan,nan,0.0,nan,nan,nan,nan,nan
